"","method","unit","AUC","method_type","dataset"
"Tang2019.453","mSS","Fold09.Rep2",0.598000578703704,"Senecence Score","Tang2019"
"Tang2019.454","DAS+mSS","Fold09.Rep2",0.607033179012346,"Senecence Score","Tang2019"
"Tang2019.455","lassoCS","Fold09.Rep2",0.455577739197531,"Senecence Score","Tang2019"
"Tang2019.456","CSS","Fold09.Rep2",0.455577739197531,"Senecence Score","Tang2019"
"Tang2019.457","SenMayo","Fold09.Rep2",0.434313271604938,"Gene set","Tang2019"
"Tang2019.458","CellAge","Fold09.Rep2",0.476782407407407,"Gene set","Tang2019"
"Tang2019.459","GenAge","Fold09.Rep2",0.494959490740741,"Gene set","Tang2019"
"Tang2019.460","ASIG","Fold09.Rep2",0.524824459876543,"Gene set","Tang2019"
"Tang2019.461","SASP","Fold09.Rep2",0.494021990740741,"Gene set","Tang2019"
"Tang2019.462","AgingAtlas","Fold09.Rep2",0.463427854938272,"Gene set","Tang2019"
"Tang2019.463","SenUp","Fold09.Rep2",0.761666666666667,"Gene set","Tang2019"
"Tang2019.464","SigRS","Fold09.Rep2",0.579841820987654,"Gene set","Tang2019"
"Tang2019.465","GLB1","Fold09.Rep2",0.552846257716049,"Marker","Tang2019"
"Tang2019.466","TP53","Fold09.Rep2",0.469390432098765,"Marker","Tang2019"
"Tang2019.467","CDKN1A","Fold09.Rep2",0.70595100308642,"Marker","Tang2019"
"Tang2019.468","CDKN2A","Fold09.Rep2",0.458517554012346,"Marker","Tang2019"
"Tang2019.469","LMNB1","Fold09.Rep2",0.497197145061728,"Marker","Tang2019"
"Tang2019.470","RB1","Fold09.Rep2",0.476365740740741,"Marker","Tang2019"
"Tang2019.471","CDK1","Fold09.Rep2",0.499297839506173,"Marker","Tang2019"
"Tang2019.472","CDK4","Fold09.Rep2",0.498377700617284,"Marker","Tang2019"
"Tang2019.473","CDK6","Fold09.Rep2",0.571641589506173,"Marker","Tang2019"
"Tang2019.474","MKI67","Fold09.Rep2",0.503911072530864,"Marker","Tang2019"
"Tang2019.475","CDKN2B","Fold09.Rep2",0.496016589506173,"Marker","Tang2019"
"Tang2019.476","hUSI","Fold10.Rep2",0.833024691358025,"hUSI","Tang2019"
"Tang2019.477","DAS","Fold10.Rep2",0.578995949074074,"Senecence Score","Tang2019"
"Tang2019.478","mSS","Fold10.Rep2",0.595726273148148,"Senecence Score","Tang2019"
"Tang2019.479","DAS+mSS","Fold10.Rep2",0.604235146604938,"Senecence Score","Tang2019"
"Tang2019.480","lassoCS","Fold10.Rep2",0.456508487654321,"Senecence Score","Tang2019"
"Tang2019.481","CSS","Fold10.Rep2",0.456508487654321,"Senecence Score","Tang2019"
"Tang2019.482","SenMayo","Fold10.Rep2",0.424818672839506,"Gene set","Tang2019"
"Tang2019.483","CellAge","Fold10.Rep2",0.464969135802469,"Gene set","Tang2019"
"Tang2019.484","GenAge","Fold10.Rep2",0.482052469135802,"Gene set","Tang2019"
"Tang2019.485","ASIG","Fold10.Rep2",0.508076774691358,"Gene set","Tang2019"
"Tang2019.486","SASP","Fold10.Rep2",0.477856867283951,"Gene set","Tang2019"
"Tang2019.487","AgingAtlas","Fold10.Rep2",0.450094521604938,"Gene set","Tang2019"
"Tang2019.488","SenUp","Fold10.Rep2",0.75643325617284,"Gene set","Tang2019"
"Tang2019.489","SigRS","Fold10.Rep2",0.567692901234568,"Gene set","Tang2019"
"Tang2019.490","GLB1","Fold10.Rep2",0.546811342592593,"Marker","Tang2019"
"Tang2019.491","TP53","Fold10.Rep2",0.468018904320988,"Marker","Tang2019"
"Tang2019.492","CDKN1A","Fold10.Rep2",0.712766203703704,"Marker","Tang2019"
"Tang2019.493","CDKN2A","Fold10.Rep2",0.456284722222222,"Marker","Tang2019"
"Tang2019.494","LMNB1","Fold10.Rep2",0.497887731481481,"Marker","Tang2019"
"Tang2019.495","RB1","Fold10.Rep2",0.476315586419753,"Marker","Tang2019"
"Tang2019.496","CDK1","Fold10.Rep2",0.498602430555556,"Marker","Tang2019"
"Tang2019.497","CDK4","Fold10.Rep2",0.499800347222222,"Marker","Tang2019"
"Tang2019.498","CDK6","Fold10.Rep2",0.566489197530864,"Marker","Tang2019"
"Tang2019.499","MKI67","Fold10.Rep2",0.501811342592593,"Marker","Tang2019"
"Tang2019.500","CDKN2B","Fold10.Rep2",0.496630015432099,"Marker","Tang2019"
"Tang2019.501","hUSI","Fold01.Rep3",0.82686149691358,"hUSI","Tang2019"
"Tang2019.502","DAS","Fold01.Rep3",0.578185763888889,"Senecence Score","Tang2019"
"Tang2019.503","mSS","Fold01.Rep3",0.592104552469136,"Senecence Score","Tang2019"
"Tang2019.504","DAS+mSS","Fold01.Rep3",0.601510416666667,"Senecence Score","Tang2019"
"Tang2019.505","lassoCS","Fold01.Rep3",0.452382330246914,"Senecence Score","Tang2019"
"Tang2019.506","CSS","Fold01.Rep3",0.452382330246914,"Senecence Score","Tang2019"
"Tang2019.507","SenMayo","Fold01.Rep3",0.422399691358025,"Gene set","Tang2019"
"Tang2019.508","CellAge","Fold01.Rep3",0.466259645061728,"Gene set","Tang2019"
"Tang2019.509","GenAge","Fold01.Rep3",0.475160108024691,"Gene set","Tang2019"
"Tang2019.510","ASIG","Fold01.Rep3",0.510659722222222,"Gene set","Tang2019"
"Tang2019.511","SASP","Fold01.Rep3",0.475653935185185,"Gene set","Tang2019"
"Tang2019.512","AgingAtlas","Fold01.Rep3",0.444870756172839,"Gene set","Tang2019"
"Tang2019.513","SenUp","Fold01.Rep3",0.754456018518519,"Gene set","Tang2019"
"Tang2019.514","SigRS","Fold01.Rep3",0.566410108024691,"Gene set","Tang2019"
"Tang2019.515","GLB1","Fold01.Rep3",0.541246141975309,"Marker","Tang2019"
"Tang2019.516","TP53","Fold01.Rep3",0.467630208333333,"Marker","Tang2019"
"Tang2019.517","CDKN1A","Fold01.Rep3",0.711211419753086,"Marker","Tang2019"
"Tang2019.518","CDKN2A","Fold01.Rep3",0.459565007716049,"Marker","Tang2019"
"Tang2019.519","LMNB1","Fold01.Rep3",0.499997106481481,"Marker","Tang2019"
"Tang2019.520","RB1","Fold01.Rep3",0.476271219135803,"Marker","Tang2019"
"Tang2019.521","CDK1","Fold01.Rep3",0.497204861111111,"Marker","Tang2019"
"Tang2019.522","CDK4","Fold01.Rep3",0.495528549382716,"Marker","Tang2019"
"Tang2019.523","CDK6","Fold01.Rep3",0.563338155864198,"Marker","Tang2019"
"Tang2019.524","MKI67","Fold01.Rep3",0.500520833333333,"Marker","Tang2019"
"Tang2019.525","CDKN2B","Fold01.Rep3",0.495994405864198,"Marker","Tang2019"
"Tang2019.526","hUSI","Fold02.Rep3",0.828885030864198,"hUSI","Tang2019"
"Tang2019.527","DAS","Fold02.Rep3",0.585494791666667,"Senecence Score","Tang2019"
"Tang2019.528","mSS","Fold02.Rep3",0.587855902777778,"Senecence Score","Tang2019"
"Tang2019.529","DAS+mSS","Fold02.Rep3",0.604348958333333,"Senecence Score","Tang2019"
"Tang2019.530","lassoCS","Fold02.Rep3",0.459275655864197,"Senecence Score","Tang2019"
"Tang2019.531","CSS","Fold02.Rep3",0.459275655864197,"Senecence Score","Tang2019"
"Tang2019.532","SenMayo","Fold02.Rep3",0.418136574074074,"Gene set","Tang2019"
"Tang2019.533","CellAge","Fold02.Rep3",0.465121527777778,"Gene set","Tang2019"
"Tang2019.534","GenAge","Fold02.Rep3",0.484994212962963,"Gene set","Tang2019"
"Tang2019.535","ASIG","Fold02.Rep3",0.50974537037037,"Gene set","Tang2019"
"Tang2019.536","SASP","Fold02.Rep3",0.474332561728395,"Gene set","Tang2019"
"Tang2019.537","AgingAtlas","Fold02.Rep3",0.45117862654321,"Gene set","Tang2019"
"Tang2019.538","SenUp","Fold02.Rep3",0.758153935185185,"Gene set","Tang2019"
"Tang2019.539","SigRS","Fold02.Rep3",0.570146604938272,"Gene set","Tang2019"
"Tang2019.540","GLB1","Fold02.Rep3",0.544614197530864,"Marker","Tang2019"
"Tang2019.541","TP53","Fold02.Rep3",0.466010802469136,"Marker","Tang2019"
"Tang2019.542","CDKN1A","Fold02.Rep3",0.710661651234568,"Marker","Tang2019"
"Tang2019.543","CDKN2A","Fold02.Rep3",0.461506558641975,"Marker","Tang2019"
"Tang2019.544","LMNB1","Fold02.Rep3",0.499975887345679,"Marker","Tang2019"
"Tang2019.545","RB1","Fold02.Rep3",0.479493634259259,"Marker","Tang2019"
"Tang2019.546","CDK1","Fold02.Rep3",0.499998070987654,"Marker","Tang2019"
"Tang2019.547","CDK4","Fold02.Rep3",0.493513695987654,"Marker","Tang2019"
"Tang2019.548","CDK6","Fold02.Rep3",0.566913580246914,"Marker","Tang2019"
"Tang2019.549","MKI67","Fold02.Rep3",0.501141010802469,"Marker","Tang2019"
"Tang2019.550","CDKN2B","Fold02.Rep3",0.496009837962963,"Marker","Tang2019"
"Tang2019.551","hUSI","Fold03.Rep3",0.833296682098765,"hUSI","Tang2019"
"Tang2019.552","DAS","Fold03.Rep3",0.584591049382716,"Senecence Score","Tang2019"
"Tang2019.553","mSS","Fold03.Rep3",0.605460069444444,"Senecence Score","Tang2019"
"Tang2019.554","DAS+mSS","Fold03.Rep3",0.613004436728395,"Senecence Score","Tang2019"
"Tang2019.555","lassoCS","Fold03.Rep3",0.452621527777778,"Senecence Score","Tang2019"
"Tang2019.556","CSS","Fold03.Rep3",0.452621527777778,"Senecence Score","Tang2019"
"Tang2019.557","SenMayo","Fold03.Rep3",0.43075424382716,"Gene set","Tang2019"
"Tang2019.558","CellAge","Fold03.Rep3",0.467687114197531,"Gene set","Tang2019"
"Tang2019.559","GenAge","Fold03.Rep3",0.489971064814815,"Gene set","Tang2019"
"Tang2019.560","ASIG","Fold03.Rep3",0.51397762345679,"Gene set","Tang2019"
"Tang2019.561","SASP","Fold03.Rep3",0.480989583333333,"Gene set","Tang2019"
"Tang2019.562","AgingAtlas","Fold03.Rep3",0.455935570987654,"Gene set","Tang2019"
"Tang2019.563","SenUp","Fold03.Rep3",0.763863811728395,"Gene set","Tang2019"
"Tang2019.564","SigRS","Fold03.Rep3",0.568553240740741,"Gene set","Tang2019"
"Tang2019.565","GLB1","Fold03.Rep3",0.550112847222222,"Marker","Tang2019"
"Tang2019.566","TP53","Fold03.Rep3",0.467862654320988,"Marker","Tang2019"
"Tang2019.567","CDKN1A","Fold03.Rep3",0.703709490740741,"Marker","Tang2019"
"Tang2019.568","CDKN2A","Fold03.Rep3",0.460127314814815,"Marker","Tang2019"
"Tang2019.569","LMNB1","Fold03.Rep3",0.499280478395062,"Marker","Tang2019"
"Tang2019.570","RB1","Fold03.Rep3",0.477161458333333,"Marker","Tang2019"
"Tang2019.571","CDK1","Fold03.Rep3",0.497924382716049,"Marker","Tang2019"
"Tang2019.572","CDK4","Fold03.Rep3",0.500322145061728,"Marker","Tang2019"
"Tang2019.573","CDK6","Fold03.Rep3",0.573500192901235,"Marker","Tang2019"
"Tang2019.574","MKI67","Fold03.Rep3",0.503184799382716,"Marker","Tang2019"
"Tang2019.575","CDKN2B","Fold03.Rep3",0.493939043209877,"Marker","Tang2019"
"Tang2019.576","hUSI","Fold04.Rep3",0.829021990740741,"hUSI","Tang2019"
"Tang2019.577","DAS","Fold04.Rep3",0.584090470679012,"Senecence Score","Tang2019"
"Tang2019.578","mSS","Fold04.Rep3",0.600969328703704,"Senecence Score","Tang2019"
"Tang2019.579","DAS+mSS","Fold04.Rep3",0.611194058641975,"Senecence Score","Tang2019"
"Tang2019.580","lassoCS","Fold04.Rep3",0.456313657407407,"Senecence Score","Tang2019"
"Tang2019.581","CSS","Fold04.Rep3",0.456313657407407,"Senecence Score","Tang2019"
"Tang2019.582","SenMayo","Fold04.Rep3",0.428342978395062,"Gene set","Tang2019"
"Tang2019.583","CellAge","Fold04.Rep3",0.467731481481481,"Gene set","Tang2019"
"Tang2019.584","GenAge","Fold04.Rep3",0.478582175925926,"Gene set","Tang2019"
"Tang2019.585","ASIG","Fold04.Rep3",0.508387345679012,"Gene set","Tang2019"
"Tang2019.586","SASP","Fold04.Rep3",0.476637731481481,"Gene set","Tang2019"
"Tang2019.587","AgingAtlas","Fold04.Rep3",0.447978395061728,"Gene set","Tang2019"
"Tang2019.588","SenUp","Fold04.Rep3",0.757307098765432,"Gene set","Tang2019"
"Tang2019.589","SigRS","Fold04.Rep3",0.564444444444444,"Gene set","Tang2019"
"Tang2019.590","GLB1","Fold04.Rep3",0.540800540123457,"Marker","Tang2019"
"Tang2019.591","TP53","Fold04.Rep3",0.469627700617284,"Marker","Tang2019"
"Tang2019.592","CDKN1A","Fold04.Rep3",0.703851273148148,"Marker","Tang2019"
"Tang2019.593","CDKN2A","Fold04.Rep3",0.461511381172839,"Marker","Tang2019"
"Tang2019.594","LMNB1","Fold04.Rep3",0.496525848765432,"Marker","Tang2019"
"Tang2019.595","RB1","Fold04.Rep3",0.472625385802469,"Marker","Tang2019"
"Tang2019.596","CDK1","Fold04.Rep3",0.497930169753086,"Marker","Tang2019"
"Tang2019.597","CDK4","Fold04.Rep3",0.497191358024691,"Marker","Tang2019"
"Tang2019.598","CDK6","Fold04.Rep3",0.563680555555556,"Marker","Tang2019"
"Tang2019.599","MKI67","Fold04.Rep3",0.501223958333333,"Marker","Tang2019"
"Tang2019.600","CDKN2B","Fold04.Rep3",0.493194444444444,"Marker","Tang2019"
"Tang2019.601","hUSI","Fold05.Rep3",0.831041666666667,"hUSI","Tang2019"
"Tang2019.602","DAS","Fold05.Rep3",0.583693094135803,"Senecence Score","Tang2019"
"Tang2019.603","mSS","Fold05.Rep3",0.60546875,"Senecence Score","Tang2019"
"Tang2019.604","DAS+mSS","Fold05.Rep3",0.612345679012346,"Senecence Score","Tang2019"
"Tang2019.605","lassoCS","Fold05.Rep3",0.464491705246914,"Senecence Score","Tang2019"
"Tang2019.606","CSS","Fold05.Rep3",0.464491705246914,"Senecence Score","Tang2019"
"Tang2019.607","SenMayo","Fold05.Rep3",0.428256172839506,"Gene set","Tang2019"
"Tang2019.608","CellAge","Fold05.Rep3",0.470136959876543,"Gene set","Tang2019"
"Tang2019.609","GenAge","Fold05.Rep3",0.485138888888889,"Gene set","Tang2019"
"Tang2019.610","ASIG","Fold05.Rep3",0.513869598765432,"Gene set","Tang2019"
"Tang2019.611","SASP","Fold05.Rep3",0.47458912037037,"Gene set","Tang2019"
"Tang2019.612","AgingAtlas","Fold05.Rep3",0.451271219135802,"Gene set","Tang2019"
"Tang2019.613","SenUp","Fold05.Rep3",0.761842206790123,"Gene set","Tang2019"
"Tang2019.614","SigRS","Fold05.Rep3",0.574056712962963,"Gene set","Tang2019"
"Tang2019.615","GLB1","Fold05.Rep3",0.546994598765432,"Marker","Tang2019"
"Tang2019.616","TP53","Fold05.Rep3",0.466649305555556,"Marker","Tang2019"
"Tang2019.617","CDKN1A","Fold05.Rep3",0.710089699074074,"Marker","Tang2019"
"Tang2019.618","CDKN2A","Fold05.Rep3",0.454868827160494,"Marker","Tang2019"
"Tang2019.619","LMNB1","Fold05.Rep3",0.497206790123457,"Marker","Tang2019"
"Tang2019.620","RB1","Fold05.Rep3",0.479311342592593,"Marker","Tang2019"
"Tang2019.621","CDK1","Fold05.Rep3",0.49930362654321,"Marker","Tang2019"
"Tang2019.622","CDK4","Fold05.Rep3",0.496614583333333,"Marker","Tang2019"
"Tang2019.623","CDK6","Fold05.Rep3",0.567346643518518,"Marker","Tang2019"
"Tang2019.624","MKI67","Fold05.Rep3",0.503990162037037,"Marker","Tang2019"
"Tang2019.625","CDKN2B","Fold05.Rep3",0.495337577160494,"Marker","Tang2019"
"Tang2019.626","hUSI","Fold06.Rep3",0.829243827160494,"hUSI","Tang2019"
"Tang2019.627","DAS","Fold06.Rep3",0.581738040123457,"Senecence Score","Tang2019"
"Tang2019.628","mSS","Fold06.Rep3",0.596036844135802,"Senecence Score","Tang2019"
"Tang2019.629","DAS+mSS","Fold06.Rep3",0.605224729938272,"Senecence Score","Tang2019"
"Tang2019.630","lassoCS","Fold06.Rep3",0.464895833333333,"Senecence Score","Tang2019"
"Tang2019.631","CSS","Fold06.Rep3",0.464895833333333,"Senecence Score","Tang2019"
"Tang2019.632","SenMayo","Fold06.Rep3",0.428070987654321,"Gene set","Tang2019"
"Tang2019.633","CellAge","Fold06.Rep3",0.471662808641975,"Gene set","Tang2019"
"Tang2019.634","GenAge","Fold06.Rep3",0.478890817901235,"Gene set","Tang2019"
"Tang2019.635","ASIG","Fold06.Rep3",0.509783950617284,"Gene set","Tang2019"
"Tang2019.636","SASP","Fold06.Rep3",0.47981674382716,"Gene set","Tang2019"
"Tang2019.637","AgingAtlas","Fold06.Rep3",0.448113425925926,"Gene set","Tang2019"
"Tang2019.638","SenUp","Fold06.Rep3",0.759523533950617,"Gene set","Tang2019"
"Tang2019.639","SigRS","Fold06.Rep3",0.568287037037037,"Gene set","Tang2019"
"Tang2019.640","GLB1","Fold06.Rep3",0.542199074074074,"Marker","Tang2019"
"Tang2019.641","TP53","Fold06.Rep3",0.467446952160494,"Marker","Tang2019"
"Tang2019.642","CDKN1A","Fold06.Rep3",0.708402777777778,"Marker","Tang2019"
"Tang2019.643","CDKN2A","Fold06.Rep3",0.458911072530864,"Marker","Tang2019"
"Tang2019.644","LMNB1","Fold06.Rep3",0.497903163580247,"Marker","Tang2019"
"Tang2019.645","RB1","Fold06.Rep3",0.479097222222222,"Marker","Tang2019"
"Tang2019.646","CDK1","Fold06.Rep3",0.497907021604938,"Marker","Tang2019"
"Tang2019.647","CDK4","Fold06.Rep3",0.49795524691358,"Marker","Tang2019"
"Tang2019.648","CDK6","Fold06.Rep3",0.557060185185185,"Marker","Tang2019"
"Tang2019.649","MKI67","Fold06.Rep3",0.500447530864198,"Marker","Tang2019"
"Tang2019.650","CDKN2B","Fold06.Rep3",0.496664737654321,"Marker","Tang2019"
"Tang2019.651","hUSI","Fold07.Rep3",0.82295524691358,"hUSI","Tang2019"
"Tang2019.652","DAS","Fold07.Rep3",0.579143518518519,"Senecence Score","Tang2019"
"Tang2019.653","mSS","Fold07.Rep3",0.599646990740741,"Senecence Score","Tang2019"
"Tang2019.654","DAS+mSS","Fold07.Rep3",0.606857638888889,"Senecence Score","Tang2019"
"Tang2019.655","lassoCS","Fold07.Rep3",0.451639660493827,"Senecence Score","Tang2019"
"Tang2019.656","CSS","Fold07.Rep3",0.451639660493827,"Senecence Score","Tang2019"
"Tang2019.657","SenMayo","Fold07.Rep3",0.431413966049383,"Gene set","Tang2019"
"Tang2019.658","CellAge","Fold07.Rep3",0.463614969135802,"Gene set","Tang2019"
"Tang2019.659","GenAge","Fold07.Rep3",0.482150848765432,"Gene set","Tang2019"
"Tang2019.660","ASIG","Fold07.Rep3",0.50681712962963,"Gene set","Tang2019"
"Tang2019.661","SASP","Fold07.Rep3",0.485470679012346,"Gene set","Tang2019"
"Tang2019.662","AgingAtlas","Fold07.Rep3",0.448705632716049,"Gene set","Tang2019"
"Tang2019.663","SenUp","Fold07.Rep3",0.751143904320988,"Gene set","Tang2019"
"Tang2019.664","SigRS","Fold07.Rep3",0.56438850308642,"Gene set","Tang2019"
"Tang2019.665","GLB1","Fold07.Rep3",0.541869212962963,"Marker","Tang2019"
"Tang2019.666","TP53","Fold07.Rep3",0.471865354938272,"Marker","Tang2019"
"Tang2019.667","CDKN1A","Fold07.Rep3",0.710698302469136,"Marker","Tang2019"
"Tang2019.668","CDKN2A","Fold07.Rep3",0.459749228395062,"Marker","Tang2019"
"Tang2019.669","LMNB1","Fold07.Rep3",0.500671296296296,"Marker","Tang2019"
"Tang2019.670","RB1","Fold07.Rep3",0.472820216049383,"Marker","Tang2019"
"Tang2019.671","CDK1","Fold07.Rep3",0.499999035493827,"Marker","Tang2019"
"Tang2019.672","CDK4","Fold07.Rep3",0.498373842592593,"Marker","Tang2019"
"Tang2019.673","CDK6","Fold07.Rep3",0.557538580246914,"Marker","Tang2019"
"Tang2019.674","MKI67","Fold07.Rep3",0.504693287037037,"Marker","Tang2019"
"Tang2019.675","CDKN2B","Fold07.Rep3",0.49607349537037,"Marker","Tang2019"
"Tang2019.676","hUSI","Fold08.Rep3",0.824149305555556,"hUSI","Tang2019"
"Tang2019.677","DAS","Fold08.Rep3",0.580896990740741,"Senecence Score","Tang2019"
"Tang2019.678","mSS","Fold08.Rep3",0.59249324845679,"Senecence Score","Tang2019"
"Tang2019.679","DAS+mSS","Fold08.Rep3",0.603559027777778,"Senecence Score","Tang2019"
"Tang2019.680","lassoCS","Fold08.Rep3",0.459934413580247,"Senecence Score","Tang2019"
"Tang2019.681","CSS","Fold08.Rep3",0.459934413580247,"Senecence Score","Tang2019"
"Tang2019.682","SenMayo","Fold08.Rep3",0.42380787037037,"Gene set","Tang2019"
"Tang2019.683","CellAge","Fold08.Rep3",0.466568287037037,"Gene set","Tang2019"
"Tang2019.684","GenAge","Fold08.Rep3",0.481273148148148,"Gene set","Tang2019"
"Tang2019.685","ASIG","Fold08.Rep3",0.511332947530864,"Gene set","Tang2019"
"Tang2019.686","SASP","Fold08.Rep3",0.480547839506173,"Gene set","Tang2019"
"Tang2019.687","AgingAtlas","Fold08.Rep3",0.44899112654321,"Gene set","Tang2019"
"Tang2019.688","SenUp","Fold08.Rep3",0.752251157407407,"Gene set","Tang2019"
"Tang2019.689","SigRS","Fold08.Rep3",0.568317901234568,"Gene set","Tang2019"
"Tang2019.690","GLB1","Fold08.Rep3",0.545,"Marker","Tang2019"
"Tang2019.691","TP53","Fold08.Rep3",0.465439814814815,"Marker","Tang2019"
"Tang2019.692","CDKN1A","Fold08.Rep3",0.712239583333333,"Marker","Tang2019"
"Tang2019.693","CDKN2A","Fold08.Rep3",0.462212577160494,"Marker","Tang2019"
"Tang2019.694","LMNB1","Fold08.Rep3",0.499983603395062,"Marker","Tang2019"
"Tang2019.695","RB1","Fold08.Rep3",0.481635802469136,"Marker","Tang2019"
"Tang2019.696","CDK1","Fold08.Rep3",0.498609182098765,"Marker","Tang2019"
"Tang2019.697","CDK4","Fold08.Rep3",0.494989390432099,"Marker","Tang2019"
"Tang2019.698","CDK6","Fold08.Rep3",0.563732638888889,"Marker","Tang2019"
"Tang2019.699","MKI67","Fold08.Rep3",0.4990625,"Marker","Tang2019"
"Tang2019.700","CDKN2B","Fold08.Rep3",0.495347222222222,"Marker","Tang2019"
"Tang2019.701","hUSI","Fold09.Rep3",0.824697145061728,"hUSI","Tang2019"
"Tang2019.702","DAS","Fold09.Rep3",0.579070216049383,"Senecence Score","Tang2019"
"Tang2019.703","mSS","Fold09.Rep3",0.595904706790124,"Senecence Score","Tang2019"
"Tang2019.704","DAS+mSS","Fold09.Rep3",0.604729938271605,"Senecence Score","Tang2019"
"Tang2019.705","lassoCS","Fold09.Rep3",0.451559606481481,"Senecence Score","Tang2019"
"Tang2019.706","CSS","Fold09.Rep3",0.451559606481481,"Senecence Score","Tang2019"
"Tang2019.707","SenMayo","Fold09.Rep3",0.428227237654321,"Gene set","Tang2019"
"Tang2019.708","CellAge","Fold09.Rep3",0.469864969135802,"Gene set","Tang2019"
"Tang2019.709","GenAge","Fold09.Rep3",0.479139660493827,"Gene set","Tang2019"
"Tang2019.710","ASIG","Fold09.Rep3",0.508231095679012,"Gene set","Tang2019"
"Tang2019.711","SASP","Fold09.Rep3",0.48578125,"Gene set","Tang2019"
"Tang2019.712","AgingAtlas","Fold09.Rep3",0.448354552469136,"Gene set","Tang2019"
"Tang2019.713","SenUp","Fold09.Rep3",0.756876929012346,"Gene set","Tang2019"
"Tang2019.714","SigRS","Fold09.Rep3",0.565582561728395,"Gene set","Tang2019"
"Tang2019.715","GLB1","Fold09.Rep3",0.543473186728395,"Marker","Tang2019"
"Tang2019.716","TP53","Fold09.Rep3",0.469413580246914,"Marker","Tang2019"
"Tang2019.717","CDKN1A","Fold09.Rep3",0.714751157407407,"Marker","Tang2019"
"Tang2019.718","CDKN2A","Fold09.Rep3",0.458938078703704,"Marker","Tang2019"
"Tang2019.719","LMNB1","Fold09.Rep3",0.497201967592593,"Marker","Tang2019"
"Tang2019.720","RB1","Fold09.Rep3",0.475338541666667,"Marker","Tang2019"
"Tang2019.721","CDK1","Fold09.Rep3",0.499301697530864,"Marker","Tang2019"
"Tang2019.722","CDK4","Fold09.Rep3",0.496482445987654,"Marker","Tang2019"
"Tang2019.723","CDK6","Fold09.Rep3",0.562610918209877,"Marker","Tang2019"
"Tang2019.724","MKI67","Fold09.Rep3",0.499072145061728,"Marker","Tang2019"
"Tang2019.725","CDKN2B","Fold09.Rep3",0.495412808641975,"Marker","Tang2019"
"Tang2019.726","hUSI","Fold10.Rep3",0.827064043209877,"hUSI","Tang2019"
"Tang2019.727","DAS","Fold10.Rep3",0.580503472222222,"Senecence Score","Tang2019"
"Tang2019.728","mSS","Fold10.Rep3",0.594996141975309,"Senecence Score","Tang2019"
"Tang2019.729","DAS+mSS","Fold10.Rep3",0.603545524691358,"Senecence Score","Tang2019"
"Tang2019.730","lassoCS","Fold10.Rep3",0.453746141975309,"Senecence Score","Tang2019"
"Tang2019.731","CSS","Fold10.Rep3",0.453746141975309,"Senecence Score","Tang2019"
"Tang2019.732","SenMayo","Fold10.Rep3",0.426286651234568,"Gene set","Tang2019"
"Tang2019.733","CellAge","Fold10.Rep3",0.466851851851852,"Gene set","Tang2019"
"Tang2019.734","GenAge","Fold10.Rep3",0.483616898148148,"Gene set","Tang2019"
"Tang2019.735","ASIG","Fold10.Rep3",0.512337962962963,"Gene set","Tang2019"
"Tang2019.736","SASP","Fold10.Rep3",0.487015817901235,"Gene set","Tang2019"
"Tang2019.737","AgingAtlas","Fold10.Rep3",0.450075231481481,"Gene set","Tang2019"
"Tang2019.738","SenUp","Fold10.Rep3",0.759207175925926,"Gene set","Tang2019"
"Tang2019.739","SigRS","Fold10.Rep3",0.56669174382716,"Gene set","Tang2019"
"Tang2019.740","GLB1","Fold10.Rep3",0.54326774691358,"Marker","Tang2019"
"Tang2019.741","TP53","Fold10.Rep3",0.469353780864198,"Marker","Tang2019"
"Tang2019.742","CDKN1A","Fold10.Rep3",0.713235918209877,"Marker","Tang2019"
"Tang2019.743","CDKN2A","Fold10.Rep3",0.453150077160494,"Marker","Tang2019"
"Tang2019.744","LMNB1","Fold10.Rep3",0.498590856481481,"Marker","Tang2019"
"Tang2019.745","RB1","Fold10.Rep3",0.476677276234568,"Marker","Tang2019"
"Tang2019.746","CDK1","Fold10.Rep3",0.49930362654321,"Marker","Tang2019"
"Tang2019.747","CDK4","Fold10.Rep3",0.497173032407407,"Marker","Tang2019"
"Tang2019.748","CDK6","Fold10.Rep3",0.566290509259259,"Marker","Tang2019"
"Tang2019.749","MKI67","Fold10.Rep3",0.503244598765432,"Marker","Tang2019"
"Tang2019.750","CDKN2B","Fold10.Rep3",0.493805941358025,"Marker","Tang2019"
"Aarts2017.1","hUSI","Fold01.Rep1",0.940779320987654,"hUSI","Aarts2017"
"Aarts2017.2","DAS","Fold01.Rep1",0.36304012345679,"Senecence Score","Aarts2017"
"Aarts2017.3","mSS","Fold01.Rep1",0.580439814814815,"Senecence Score","Aarts2017"
"Aarts2017.4","DAS+mSS","Fold01.Rep1",0.449652777777778,"Senecence Score","Aarts2017"
"Aarts2017.5","lassoCS","Fold01.Rep1",0.778645833333333,"Senecence Score","Aarts2017"
"Aarts2017.6","CSS","Fold01.Rep1",0.47193287037037,"Senecence Score","Aarts2017"
"Aarts2017.7","SenMayo","Fold01.Rep1",0.518711419753086,"Gene set","Aarts2017"
"Aarts2017.8","CellAge","Fold01.Rep1",0.319058641975309,"Gene set","Aarts2017"
"Aarts2017.9","GenAge","Fold01.Rep1",0.264274691358025,"Gene set","Aarts2017"
"Aarts2017.10","ASIG","Fold01.Rep1",0.444637345679012,"Gene set","Aarts2017"
